filename	label	sex	speaker	domain	fold
MSP-IMPROV-S05S-M02-S-MF01	S	M	02M	MSP-IMPROV	2
MSP-IMPROV-S05S-M02-T-MF01	S	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06A-F02-P-FM02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06A-F02-P-FM03	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06A-F02-P-FM04	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06A-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06A-F02-P-MF02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06A-F02-S-FM01	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06A-F02-S-FM02	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06A-F02-S-FM03	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06A-F02-S-FM04	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06A-F02-S-FM05	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06A-F02-S-FM06	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06A-F02-S-FM07	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06A-F02-S-FM08	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06A-F02-S-FM09	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06A-F02-S-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06A-F02-S-MF02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06A-F02-S-MF03	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06A-F02-S-MF04	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06A-F02-T-FM01	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06A-M02-P-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06A-M02-S-FM02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06A-M02-S-FM03	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06A-M02-S-FM04	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06A-M02-S-FM05	S	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06A-M02-S-FM06	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06A-M02-S-FM07	S	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06A-M02-S-MF01	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06A-M02-S-MF02	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06A-M02-S-MF04	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06A-M02-S-MF05	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06A-M02-T-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06H-F02-P-FM01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06H-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06H-F02-S-FM01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06H-F02-S-FM02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06H-F02-S-MF01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06H-F02-T-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06H-M02-P-FM01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06H-M02-P-MF01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06H-M02-P-MF02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06H-M02-P-MF03	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06H-M02-P-MF04	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06H-M02-P-MF05	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06H-M02-S-FM01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06H-M02-S-FM02	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06H-M02-S-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06H-M02-T-MF01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06N-F02-P-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06N-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06N-F02-S-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06N-F02-S-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06N-F02-S-MF02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06N-F02-T-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06N-M02-P-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06N-M02-P-MF02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06N-M02-P-MF03	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06N-M02-S-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06N-M02-S-FM02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06N-M02-S-FM03	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06N-M02-S-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06N-M02-S-MF02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06N-M02-T-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06S-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06S-F02-S-FM01	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06S-F02-S-MF01	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06S-F02-S-MF02	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06S-F02-S-MF03	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06S-F02-T-FM01	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S06S-M02-P-MF01	S	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06S-M02-P-MF02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06S-M02-S-FM01	S	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06S-M02-S-MF01	S	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06S-M02-S-MF02	S	M	02M	MSP-IMPROV	2
MSP-IMPROV-S06S-M02-T-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S07A-F02-P-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S07A-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S07A-F02-P-MF02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S07A-F02-S-FM01	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S07A-F02-T-FM01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S07A-M02-P-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S07A-M02-P-MF02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S07A-M02-S-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S07A-M02-S-MF01	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S07A-M02-T-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S07H-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S07H-F02-S-FM01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S07H-F02-S-MF01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S07H-F02-S-MF02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S07H-F02-S-MF03	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S07H-F02-T-FM01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S07H-M02-P-FM01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S07H-M02-P-MF01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S07H-M02-P-MF02	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S07H-M02-P-MF03	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S07H-M02-S-FM01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S07H-M02-S-MF01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S07H-M02-S-MF02	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S07H-M02-T-MF01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S07N-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S07N-F02-P-MF02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S07N-F02-S-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S07N-F02-S-FM02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S07N-F02-S-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S07N-F02-S-MF02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S07N-F02-T-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S07N-M02-P-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S07N-M02-S-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S07N-M02-S-FM02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S07N-M02-S-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S07N-M02-T-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S07S-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S07S-F02-S-FM01	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S07S-F02-S-FM02	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S07S-F02-S-MF01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S07S-F02-S-MF02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S07S-F02-T-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S07S-M02-P-MF01	S	M	02M	MSP-IMPROV	2
MSP-IMPROV-S07S-M02-S-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S07S-M02-S-MF01	S	M	02M	MSP-IMPROV	2
MSP-IMPROV-S07S-M02-S-MF02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S07S-M02-T-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-P-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-P-FM02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-P-FM03	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-P-FM04	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-P-MF02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-P-MF03	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-P-MF04	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-P-MF05	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-P-MF06	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-S-FM01	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-S-FM02	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-S-MF01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-S-MF02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-S-MF03	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-S-MF04	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-S-MF05	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-S-MF06	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-S-MF07	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-S-MF08	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-S-MF09	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-S-MF10	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-S-MF11	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-S-MF12	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-S-MF13	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-S-MF14	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-S-MF16	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-S-MF17	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-F02-T-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-P-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-P-FM02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-P-FM03	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-P-FM04	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-P-FM05	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-P-MF01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-P-MF02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-P-MF04	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-P-MF05	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-P-MF06	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-P-MF07	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-P-MF08	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-P-MF09	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-P-MF10	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-P-MF11	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-S-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-S-FM02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-S-MF01	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-S-MF02	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-S-MF03	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-S-MF04	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-S-MF05	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-S-MF06	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-S-MF07	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-S-MF09	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-S-MF10	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-S-MF11	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08A-M02-T-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08H-F02-P-FM01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08H-F02-P-FM02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08H-F02-P-MF02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08H-F02-P-MF03	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08H-F02-S-FM01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08H-F02-S-FM03	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08H-F02-S-FM05	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08H-F02-S-FM06	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08H-F02-S-FM07	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08H-F02-S-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08H-F02-S-MF02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08H-F02-S-MF03	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08H-F02-S-MF04	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08H-F02-S-MF05	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08H-F02-S-MF06	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08H-F02-T-FM01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08H-M02-P-FM01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08H-M02-P-MF01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08H-M02-P-MF02	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08H-M02-P-MF03	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08H-M02-P-MF04	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08H-M02-P-MF05	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08H-M02-P-MF06	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08H-M02-S-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08H-M02-S-FM02	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08H-M02-S-FM03	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08H-M02-S-FM04	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08H-M02-S-FM05	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08H-M02-S-FM06	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08H-M02-S-MF01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08H-M02-S-MF02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08H-M02-S-MF03	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08H-M02-S-MF04	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08H-M02-S-MF05	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08H-M02-S-MF06	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08H-M02-S-MF07	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08H-M02-T-MF01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08N-F02-P-FM01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08N-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08N-F02-S-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08N-F02-S-FM02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08N-F02-S-FM03	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08N-F02-S-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08N-F02-S-MF02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08N-F02-S-MF03	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08N-F02-S-MF04	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08N-F02-T-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08N-M02-P-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08N-M02-P-MF01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08N-M02-S-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08N-M02-S-FM02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08N-M02-S-MF01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08N-M02-S-MF02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08N-M02-S-MF03	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08N-M02-S-MF04	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08N-M02-S-MF05	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08N-M02-S-MF06	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08N-M02-S-MF07	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08N-M02-T-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08S-F02-P-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08S-F02-P-FM02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08S-F02-P-MF01	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08S-F02-P-MF02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08S-F02-P-MF03	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08S-F02-S-FM03	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08S-F02-S-FM04	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08S-F02-S-FM05	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08S-F02-S-FM06	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08S-F02-S-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08S-F02-S-MF02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08S-F02-S-MF05	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08S-F02-S-MF06	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08S-F02-S-MF07	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08S-F02-S-MF08	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08S-F02-S-MF09	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08S-F02-S-MF10	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08S-F02-S-MF11	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08S-F02-S-MF12	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08S-F02-S-MF13	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08S-F02-S-MF14	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08S-F02-T-FM01	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S08S-M02-P-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08S-M02-P-MF03	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08S-M02-P-MF04	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08S-M02-P-MF05	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08S-M02-P-MF06	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08S-M02-P-MF08	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08S-M02-P-MF09	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08S-M02-P-MF10	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08S-M02-P-MF11	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08S-M02-S-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08S-M02-S-FM02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08S-M02-S-FM03	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08S-M02-S-FM05	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08S-M02-S-FM06	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08S-M02-S-FM07	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08S-M02-S-FM08	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08S-M02-S-FM09	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08S-M02-S-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08S-M02-S-MF03	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08S-M02-S-MF04	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08S-M02-S-MF05	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08S-M02-S-MF06	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08S-M02-S-MF07	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08S-M02-S-MF08	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S08S-M02-T-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S09A-F02-P-FM02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09A-F02-P-FM03	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09A-F02-P-MF02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09A-F02-S-FM01	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09A-F02-S-FM02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09A-F02-S-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09A-F02-S-MF03	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09A-F02-T-FM01	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09A-M02-P-MF01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S09A-M02-P-MF02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S09A-M02-P-MF03	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S09A-M02-P-MF04	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S09A-M02-P-MF05	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S09A-M02-P-MF06	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S09A-M02-S-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S09A-M02-S-FM02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S09A-M02-S-FM03	S	M	02M	MSP-IMPROV	2
MSP-IMPROV-S09A-M02-S-MF01	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S09A-M02-T-MF01	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S09H-F02-P-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09H-F02-P-FM02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09H-F02-P-FM03	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09H-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09H-F02-P-MF02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09H-F02-P-MF03	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09H-F02-S-FM01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09H-F02-S-FM02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09H-F02-S-MF01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09H-F02-S-MF02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09H-F02-S-MF03	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09H-F02-S-MF04	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09H-F02-S-MF05	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09H-F02-S-MF06	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09H-F02-S-MF07	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09H-F02-S-MF08	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09H-F02-S-MF09	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09H-F02-S-MF10	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09H-F02-S-MF11	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09H-F02-T-FM01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S09H-M02-P-MF01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S09H-M02-P-MF03	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S09H-M02-P-MF04	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S09H-M02-P-MF05	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S09H-M02-P-MF06	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S09H-M02-S-FM01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S09H-M02-S-FM02	H	M	02M	MSP-IMPROV	2
